vicon_t u v w x y z
1329939211.464763 -0.076506 -0.146203 -0.184042 884.091797 182.896515 1181.606079
1329939211.467453 -0.076284 -0.145688 -0.183813 884.109436 183.006622 1181.607056
1329939211.475411 -0.076154 -0.145225 -0.183593 884.132690 183.122162 1181.608521
1329939211.483563 -0.076009 -0.144827 -0.183328 884.146729 183.234161 1181.610229
1329939211.491761 -0.075827 -0.144554 -0.183023 884.173584 183.347717 1181.607422
1329939211.500247 -0.075722 -0.144182 -0.182722 884.187622 183.466125 1181.627441
1329939211.516262 -0.075762 -0.144015 -0.182433 884.210876 183.588776 1181.646606
1329939211.519106 -0.075803 -0.143809 -0.182244 884.219421 183.712967 1181.653076
1329939211.525290 -0.075782 -0.143532 -0.181868 884.273071 183.844208 1181.666260
1329939211.533714 -0.075853 -0.143483 -0.181554 884.287720 183.978210 1181.685303
1329939211.541856 -0.075756 -0.143331 -0.181243 884.307251 184.130371 1181.678345
1329939211.550589 -0.075712 -0.143374 -0.180992 884.320557 184.254578 1181.711914
1329939211.558478 -0.075672 -0.143387 -0.180786 884.333801 184.387482 1181.741455
1329939211.567351 -0.075563 -0.143531 -0.180496 884.353333 184.499725 1181.781006
1329939211.575189 -0.075600 -0.143682 -0.180300 884.360596 184.609467 1181.851807
1329939211.583722 -0.075543 -0.143931 -0.179986 884.390747 184.707367 1181.899536
1329939211.591712 -0.075594 -0.144138 -0.179715 884.406677 184.798615 1181.972290
1329939211.600361 -0.075841 -0.144406 -0.179426 884.436157 184.880035 1182.060181
1329939211.621478 -0.076062 -0.144597 -0.179188 884.461548 184.970581 1182.112427
1329939211.625007 -0.076549 -0.144902 -0.178567 884.567078 185.124329 1182.264893
1329939211.633775 -0.076967 -0.145066 -0.178315 884.569031 185.230164 1182.331909
1329939211.642202 -0.077176 -0.145189 -0.178055 884.606140 185.317139 1182.372803
1329939211.650269 -0.077436 -0.145238 -0.177846 884.639282 185.404327 1182.458252
1329939211.658720 -0.077566 -0.145332 -0.177694 884.682922 185.491516 1182.513184
1329939211.674295 -0.077739 -0.145436 -0.177598 884.708008 185.561035 1182.589966
1329939211.688713 -0.077822 -0.145433 -0.177561 884.745056 185.640686 1182.648071
1329939211.691674 -0.077997 -0.145257 -0.177529 884.830872 185.752808 1182.796265
1329939211.700131 -0.078214 -0.145106 -0.177548 884.884155 185.807190 1182.871460
1329939211.710795 -0.078426 -0.144928 -0.177517 884.935181 185.866882 1182.937256
1329939211.716857 -0.078549 -0.144717 -0.177461 884.985291 185.930420 1182.997925
1329939211.729894 -0.078530 -0.144599 -0.177458 885.022888 185.999664 1183.041748
1329939211.733386 -0.078569 -0.144386 -0.177470 885.070007 186.066559 1183.150513
1329939211.742007 -0.078669 -0.144154 -0.177452 885.101074 186.131195 1183.254395
1329939211.750348 -0.078625 -0.143594 -0.177595 885.168091 186.191559 1183.400146
1329939211.758698 -0.078800 -0.143281 -0.177661 885.213257 186.225677 1183.561890
1329939211.767356 -0.079277 -0.142993 -0.177627 885.239746 186.250305 1183.752197
1329939211.775494 -0.079813 -0.142625 -0.177757 885.232544 186.295441 1183.971436
1329939211.785274 -0.080507 -0.142684 -0.177693 885.237976 186.331299 1184.192383
1329939211.791907 -0.081101 -0.142520 -0.177674 885.246765 186.396851 1184.501221
1329939211.800459 -0.081605 -0.142582 -0.177539 885.224365 186.492279 1184.839966
1329939211.808502 -0.081942 -0.142612 -0.177390 885.218628 186.612549 1185.300781
1329939211.817178 -0.081708 -0.142513 -0.177280 885.200745 186.760437 1185.867920
1329939211.825245 -0.081236 -0.142896 -0.177182 885.179932 186.905670 1186.587769
1329939211.836375 -0.080451 -0.143561 -0.177154 885.126282 187.064545 1187.478149
1329939211.841956 -0.079495 -0.144928 -0.177292 885.055115 187.224213 1188.553833
1329939211.850420 -0.078412 -0.146887 -0.177453 884.976562 187.359467 1189.816406
1329939211.858354 -0.077489 -0.150155 -0.177778 884.864563 187.483551 1191.275391
1329939211.867321 -0.076804 -0.154654 -0.178007 884.760254 187.616302 1192.884766
1329939211.875334 -0.076554 -0.160608 -0.178280 884.594727 187.757660 1194.680298
1329939211.883806 -0.076698 -0.167967 -0.178508 884.421692 187.890045 1196.566406
1329939211.891664 -0.077357 -0.176915 -0.178653 884.214417 188.058044 1198.576782
1329939211.900603 -0.078841 -0.187197 -0.178755 883.814636 188.306671 1200.863647
1329939211.908292 -0.080131 -0.198843 -0.178808 883.540527 188.529724 1202.967651
1329939211.917067 -0.081950 -0.211369 -0.178685 883.243286 188.784698 1205.099731
1329939211.925147 -0.084101 -0.225234 -0.178410 882.932190 189.047791 1207.212769
1329939211.944749 -0.086751 -0.239738 -0.177921 882.587036 189.311676 1209.265259
1329939211.949731 -0.091543 -0.270226 -0.176499 881.917297 189.798187 1213.152344
1329939211.958339 -0.092353 -0.286044 -0.176294 881.716736 190.151093 1214.987427
1329939211.966057 -0.094139 -0.301863 -0.175385 881.444580 190.412018 1216.573242
1329939211.975070 -0.095738 -0.317461 -0.174270 881.207520 190.634201 1217.937744
1329939211.983124 -0.097143 -0.332884 -0.173173 881.001587 190.851318 1219.044067
1329939211.998982 -0.098133 -0.347637 -0.171819 880.811707 191.049286 1219.855347
1329939212.022802 -0.098719 -0.361699 -0.170398 880.645203 191.247070 1220.374756
1329939212.034840 -0.095096 -0.397120 -0.165286 880.518127 191.864594 1219.862671
1329939212.041018 -0.087923 -0.413806 -0.161490 880.808777 192.061066 1217.413818
1329939212.049857 -0.083464 -0.418746 -0.159554 881.104126 192.058044 1215.471680
1329939212.058006 -0.078966 -0.420622 -0.157698 881.519409 191.982849 1213.022217
1329939212.068311 -0.076274 -0.418227 -0.155647 881.965210 191.801270 1210.076782
1329939212.094128 -0.074672 -0.411408 -0.153239 882.625305 191.503204 1206.708252
1329939212.099978 -0.072853 -0.359141 -0.151650 885.612854 190.578186 1193.639282
1329939212.107785 -0.074195 -0.329775 -0.152418 886.859131 190.254425 1188.644165
1329939212.116567 -0.074537 -0.295556 -0.153357 888.181641 190.013000 1183.280029
1329939212.124690 -0.074055 -0.256895 -0.154459 889.504211 189.789917 1177.707153
1329939212.132702 -0.072623 -0.214764 -0.155821 890.771973 189.565399 1172.077759
1329939212.143767 -0.070503 -0.170178 -0.157534 891.916931 189.293427 1166.559570
1329939212.149875 -0.067460 -0.124637 -0.159816 892.913879 188.993622 1161.268066
1329939212.157617 -0.063314 -0.079686 -0.162556 893.748474 188.656891 1156.316162
1329939212.166516 -0.058550 -0.037001 -0.165207 894.412598 188.295502 1151.902466
1329939212.174617 -0.052864 0.001384 -0.168217 894.835266 187.891876 1148.031616
1329939212.182662 -0.047158 0.034308 -0.170886 895.093933 187.520386 1144.936890
1329939212.198661 -0.041900 0.060436 -0.173170 895.197998 187.187439 1142.663086
1329939212.212460 -0.037342 0.078597 -0.175018 895.172546 186.921143 1141.312378
1329939212.215676 -0.030482 0.088171 -0.177898 894.855652 186.619446 1141.411987
