vicon_t u v w x y z
1329940018.419646 3.154560 0.102888 -0.046387 892.607971 173.305115 1150.966187
1329940018.428162 3.154512 0.103236 -0.046486 892.682983 173.467682 1151.086792
1329940018.436600 3.154405 0.103738 -0.046262 892.791931 173.640442 1151.224365
1329940018.444776 3.154404 0.104429 -0.046019 892.948730 173.813568 1151.376831
1329940018.452901 3.154306 0.105362 -0.045488 893.144409 173.993744 1151.561279
1329940018.461378 3.154164 0.106392 -0.044785 893.401794 174.206757 1151.745483
1329940018.469648 3.153965 0.107923 -0.044084 893.756958 174.424820 1151.949585
1329940018.477875 3.153611 0.109691 -0.043174 894.163269 174.700562 1152.170044
1329940018.486294 3.153026 0.111612 -0.042524 894.673096 174.997192 1152.415039
1329940018.495036 3.152351 0.113890 -0.041946 895.309509 175.321991 1152.637573
1329940018.502846 3.151527 0.115925 -0.041610 896.057739 175.674377 1152.875244
1329940018.513506 3.150850 0.118058 -0.041614 896.966248 176.016403 1153.081543
1329940018.526318 3.150286 0.119895 -0.041659 898.033020 176.359863 1153.298096
1329940018.529221 3.149862 0.121188 -0.041681 899.253723 176.697388 1153.508423
1329940018.536245 3.149834 0.122319 -0.041663 900.672791 177.010651 1153.718018
1329940018.544600 3.149897 0.123086 -0.041628 902.294922 177.310150 1153.977051
1329940018.552932 3.150242 0.123523 -0.041831 904.113220 177.596069 1154.245605
1329940018.566945 3.150625 0.124208 -0.041737 906.222351 177.894775 1154.549194
1329940018.570014 3.151089 0.124972 -0.041919 908.539124 178.202759 1154.905762
1329940018.577977 3.151661 0.125754 -0.042332 911.084045 178.552673 1155.299438
1329940018.586364 3.152174 0.126548 -0.042637 913.903198 178.908539 1155.740112
1329940018.594937 3.152600 0.127242 -0.043245 916.964417 179.250336 1156.274902
1329940018.603303 3.152936 0.128123 -0.043917 920.331543 179.578888 1156.859985
1329940018.611652 3.153287 0.128615 -0.044704 923.927063 179.919266 1157.508179
1329940018.619920 3.153455 0.129163 -0.045397 927.846375 180.222382 1158.260132
1329940018.628181 3.153364 0.129288 -0.045726 932.027100 180.501892 1159.124023
1329940018.636774 3.152977 0.129475 -0.044998 936.542480 180.713043 1160.052856
1329940018.645392 3.152249 0.129629 -0.043280 941.304443 180.907715 1161.080322
1329940018.653220 3.151300 0.129875 -0.040262 946.343872 181.042999 1162.171265
1329940018.661755 3.149887 0.130200 -0.035850 951.599609 181.187302 1163.339233
1329940018.670334 3.148423 0.130723 -0.030290 957.110413 181.318710 1164.534302
1329940018.678102 3.147293 0.131522 -0.024343 962.830383 181.469971 1165.789185
1329940018.686657 3.146421 0.132644 -0.018306 968.736572 181.644806 1167.100464
1329940018.694957 3.145872 0.134008 -0.012560 974.822021 181.799286 1168.486816
1329940018.703084 3.145236 0.135362 -0.007099 981.087402 181.939697 1169.959351
1329940018.711502 3.144673 0.136434 -0.002279 987.487854 182.032501 1171.495605
1329940018.720776 3.143853 0.137232 0.002487 994.048828 182.111969 1173.084473
1329940018.727975 3.142833 0.137370 0.007065 1000.724731 182.123444 1174.716919
1329940018.736687 3.141465 0.136858 0.011558 1007.524536 182.080750 1176.431396
1329940018.745256 3.139683 0.136013 0.016497 1014.475037 181.996765 1178.112549
1329940018.753056 3.137616 0.134923 0.021378 1021.510132 181.876450 1179.810303
1329940018.761452 3.135424 0.133868 0.026383 1028.621948 181.757721 1181.453491
1329940018.774033 3.132920 0.132624 0.031054 1035.813477 181.649597 1183.097900
1329940018.777837 3.130492 0.131917 0.034455 1043.039185 181.553345 1184.690308
1329940018.786344 3.128117 0.131211 0.037108 1050.261475 181.510254 1186.198486
1329940018.794636 3.126053 0.131382 0.038296 1057.520142 181.482208 1187.641479
1329940018.802628 3.124375 0.131788 0.038357 1064.726074 181.484100 1189.019653
1329940018.810744 3.123105 0.133333 0.037567 1071.848389 181.574402 1190.315186
1329940018.819500 3.122343 0.134245 0.036758 1078.899780 181.759766 1191.537109
1329940018.827275 3.122246 0.135205 0.035736 1085.938721 181.974823 1192.679565
1329940018.835722 3.122790 0.136732 0.034944 1092.968262 182.204590 1193.765625
1329940018.844410 3.123642 0.138465 0.034297 1099.907227 182.449493 1194.804443
1329940018.852481 3.124680 0.140483 0.033848 1106.757690 182.677032 1195.813721
1329940018.860743 3.125554 0.142278 0.033222 1113.457520 182.900055 1196.802246
1329940018.876706 3.126130 0.143493 0.032270 1120.037720 183.113449 1197.762085
1329940018.879087 3.126265 0.144169 0.030861 1126.465332 183.327087 1198.702881
1329940018.885713 3.125766 0.144104 0.029759 1132.783569 183.529694 1199.589355
1329940018.893968 3.124904 0.144229 0.029001 1139.017334 183.800720 1200.401367
1329940018.902392 3.123801 0.144783 0.029228 1145.092651 184.139954 1201.132324
1329940018.910890 3.122672 0.145897 0.030262 1151.027954 184.546448 1201.762207
1329940018.919100 3.121815 0.147738 0.032229 1156.781982 185.031311 1202.281372
1329940018.927263 3.121434 0.150284 0.034424 1162.367920 185.559570 1202.705078
1329940018.935563 3.121900 0.153409 0.037402 1167.840210 186.124725 1202.961548
1329940018.943933 3.122793 0.156728 0.039953 1173.099731 186.637650 1203.217407
1329940018.952015 3.124159 0.159881 0.042101 1178.208862 187.139801 1203.331787
1329940018.960697 3.125663 0.162961 0.043712 1183.219238 187.520874 1203.412476
1329940018.969136 3.126869 0.166117 0.045169 1188.065674 187.834320 1203.407227
1329940018.977175 3.127704 0.169070 0.045923 1192.732056 188.084229 1203.340820
1329940018.985249 3.128521 0.171832 0.046342 1197.223999 188.376434 1203.143188
1329940018.993935 3.129049 0.174666 0.046326 1201.497437 188.661438 1202.875854
1329940019.002024 3.129757 0.177101 0.045980 1205.518677 189.015656 1202.469849
1329940019.010749 3.131029 0.179222 0.044710 1209.313843 189.402191 1201.945312
1329940019.018901 3.132769 0.181278 0.042699 1212.870605 189.790283 1201.322510
1329940019.026803 3.134976 0.182807 0.039733 1216.180786 190.169434 1200.645020
1329940019.035532 3.136693 0.185623 0.036033 1219.278809 190.433929 1199.938843
1329940019.044063 3.138805 0.187257 0.030636 1221.974487 190.772720 1199.177856
1329940019.052102 3.141143 0.187985 0.024359 1224.530762 191.063873 1198.402344
1329940019.062338 3.143263 0.188367 0.017310 1226.855225 191.286774 1197.692749
1329940019.069094 3.145097 0.188142 0.010153 1228.902588 191.471741 1197.003296
1329940019.076942 3.146441 0.187491 0.002989 1230.686646 191.587311 1196.364502
1329940019.085469 3.147268 0.186625 -0.004087 1232.211182 191.674561 1195.760986
1329940019.093918 3.148055 0.185347 -0.010933 1233.473389 191.741531 1195.164917
1329940019.101990 3.148512 0.183876 -0.017758 1234.510986 191.798248 1194.665283
1329940019.110539 3.148999 0.182473 -0.024286 1235.352417 191.870880 1194.198608
1329940019.118928 3.149545 0.180849 -0.030005 1235.945557 191.989502 1193.764648
1329940019.126803 3.150244 0.179036 -0.034662 1236.305664 192.117889 1193.400269
1329940019.135512 3.151031 0.177215 -0.038179 1236.472778 192.235107 1193.085938
1329940019.143892 3.151779 0.175391 -0.040416 1236.413330 192.297119 1192.864990
1329940019.152229 3.152612 0.173126 -0.041464 1236.098267 192.300461 1192.693970
1329940019.162340 3.153427 0.171157 -0.040990 1235.643188 192.248962 1192.601685
1329940019.168921 3.154194 0.169057 -0.039167 1234.931152 192.118439 1192.567139
1329940019.176923 3.154771 0.166879 -0.036042 1234.020630 191.947357 1192.609619
1329940019.185445 3.155442 0.164936 -0.032074 1232.910522 191.722809 1192.681274
1329940019.193841 3.156140 0.163189 -0.026760 1231.587769 191.477234 1192.766479
1329940019.201962 3.156620 0.161729 -0.020324 1230.096680 191.223328 1193.165405
1329940019.210232 3.157719 0.160683 -0.013004 1228.324951 190.970856 1193.311401
1329940019.218893 3.159011 0.160181 -0.005178 1226.365723 190.692108 1193.441284
1329940019.226760 3.160403 0.160116 0.003313 1224.258545 190.424194 1193.549927
1329940019.235294 3.162315 0.159930 0.011630 1222.056152 190.162598 1193.640625
1329940019.243777 3.164480 0.159998 0.019474 1219.722534 189.884277 1193.725830
1329940019.252051 3.165747 0.161638 0.027115 1217.122925 189.566345 1193.706665
