imu_t vicon_t accel_x accel_y accel_z gyro_x gyro_y gyro_z
15.414193 1329940009.612014 511 499 605 372 374 371
15.447401 1329940009.632003 512 500 605 373 376 371
15.447401 1329940009.636485 511 500 605 375 375 371
15.488990 1329940009.645202 510 499 605 375 375 369
15.488990 1329940009.653288 510 499 604 374 376 369
15.530641 1329940009.661551 511 499 604 374 375 369
15.530641 1329940009.671875 510 501 604 377 377 370
15.575174 1329940009.678097 511 500 603 376 378 370
15.575174 1329940009.686636 511 498 604 374 377 370
15.614116 1329940009.694998 511 498 604 372 377 371
15.614116 1329940009.703374 512 499 605 373 377 371
15.647500 1329940009.711440 513 499 606 375 378 371
15.647500 1329940009.719934 512 499 605 376 378 371
15.693135 1329940009.728077 512 499 606 374 379 370
15.693135 1329940009.736423 512 500 607 374 379 370
15.737020 1329940009.745005 512 500 606 375 377 370
15.737020 1329940009.753154 511 499 606 376 374 371
15.772282 1329940009.761657 511 499 606 377 373 371
15.772282 1329940009.770197 511 499 605 375 374 372
15.813874 1329940009.784819 511 499 606 375 377 371
15.813874 1329940009.787993 510 499 606 375 379 371
15.855340 1329940009.795003 510 499 606 374 381 370
15.855340 1329940009.803182 511 499 607 374 381 370
15.888894 1329940009.811649 510 499 607 373 380 370
15.888894 1329940009.820127 510 499 607 375 377 371
15.930196 1329940009.828017 508 498 608 373 376 372
15.930196 1329940009.836569 505 497 608 374 374 374
15.972290 1329940009.844726 501 495 606 373 372 377
15.972290 1329940009.853348 494 496 607 370 372 379
16.006519 1329940009.861540 486 500 607 370 375 379
16.006519 1329940009.870195 482 501 608 372 376 376
16.047262 1329940009.878045 479 499 609 376 376 374
16.047262 1329940009.886572 475 495 613 379 377 373
16.088811 1329940009.894784 471 499 614 379 379 374
16.088811 1329940009.902997 468 501 617 376 380 374
16.130477 1329940009.911049 467 503 619 374 377 371
16.130477 1329940009.919827 472 504 617 367 364 371
16.172107 1329940009.941312 477 497 615 366 350 373
16.172107 1329940009.944648 481 502 613 370 348 376
16.213847 1329940009.953256 483 505 613 372 352 376
16.213847 1329940009.961531 485 507 610 367 355 371
16.251277 1329940009.969751 492 505 602 361 352 366
16.251277 1329940009.978031 499 498 598 358 352 367
16.288021 1329940009.986102 508 495 600 357 365 370
16.288021 1329940009.994236 513 493 600 363 377 373
16.329719 1329940010.003074 514 497 599 374 380 375
16.329719 1329940010.011248 519 504 595 383 380 379
16.371119 1329940010.019477 523 504 597 378 381 376
16.371119 1329940010.028165 528 495 599 369 380 371
16.412805 1329940010.044450 535 491 596 365 372 375
16.412805 1329940010.056712 530 498 593 374 364 382
16.446401 1329940010.071870 526 510 591 387 364 385
16.446401 1329940010.077943 529 514 591 387 371 384
16.488028 1329940010.086037 537 498 593 380 376 382
16.488028 1329940010.094584 542 497 595 383 381 379
16.529503 1329940010.102881 541 503 598 392 393 376
16.529503 1329940010.113863 545 506 605 392 407 374
16.571212 1329940010.119470 550 508 609 386 409 370
16.571212 1329940010.127976 547 505 614 377 409 366
16.612669 1329940010.136178 545 495 616 376 407 363
16.612669 1329940010.144389 544 499 615 378 398 363
16.654206 1329940010.152623 544 509 615 379 384 361
16.654206 1329940010.165302 543 509 615 380 368 359
16.687559 1329940010.169411 544 504 610 379 354 361
16.687559 1329940010.179275 541 501 605 384 344 364
16.729309 1329940010.185930 536 499 601 389 337 371
16.729309 1329940010.194456 533 502 601 387 340 376
16.766421 1329940010.202756 535 503 603 380 355 378
16.766421 1329940010.210967 530 498 602 375 373 376
16.810953 1329940010.219480 531 497 605 376 383 371
16.810953 1329940010.227683 532 499 607 379 389 367
16.854132 1329940010.236160 535 498 607 380 392 365
16.854132 1329940010.244278 538 501 605 374 392 361
16.887608 1329940010.252257 530 506 605 365 389 362
16.887608 1329940010.260749 528 499 603 365 385 369
16.929006 1329940010.269353 524 488 602 369 379 375
16.929006 1329940010.277363 518 487 600 367 370 376
16.976384 1329940010.285913 515 503 596 357 359 372
